,LSAT,UGPA,ZFYA,race,sex,score,label
17436,34.0,3.3,0.52,1,0,0.98936766,1.0
17437,36.0,2.9,0.4,1,0,0.9680118,1.0
17438,38.0,2.9,0.4,1,0,0.9594343,1.0
17439,42.0,3.6,0.63,1,1,0.99876213,1.0
17440,40.0,4.0,2.23,1,0,0.99953735,1.0
17443,31.0,3.9,0.22,1,0,0.9613966,1.0
17445,32.5,3.8,-0.8,1,1,0.4089409,0.0
17446,34.0,3.3,-0.76,1,1,0.817964,1.0
17447,35.0,3.4,0.59,1,0,0.9461798,1.0
17448,36.0,3.1,-0.76,1,1,0.88811606,1.0
17449,38.0,3.3,-0.29,1,1,0.9638896,1.0
17450,38.0,3.1,1.53,1,0,0.9679946,1.0
17452,38.0,3.5,-0.21,1,0,0.9560825,1.0
17453,41.5,2.8,1.72,1,0,0.99869907,1.0
17454,39.0,3.0,1.03,1,0,0.9974625,1.0
17455,31.0,2.4,-1.31,0,1,0.63571,1.0
17458,39.0,3.8,0.91,1,1,0.99888283,1.0
17460,40.0,3.0,-0.29,1,0,0.9659747,1.0
17461,36.0,3.0,-0.83,1,0,0.87195307,1.0
17462,39.0,3.4,0.95,1,0,0.98335415,1.0
17463,35.0,3.3,0.52,1,0,0.98390526,1.0
17464,36.0,3.2,-0.76,1,0,0.8824038,1.0
17465,37.0,3.3,-0.29,1,0,0.9316292,1.0
17466,46.0,3.0,1.42,1,1,0.9989568,1.0
17467,41.0,2.9,-1.41,1,0,0.87045467,1.0
17468,36.0,3.4,0.08,1,1,0.9510917,1.0
17469,39.0,3.5,1.28,1,0,0.9971028,1.0
17470,36.0,3.1,-0.25,1,0,0.92653817,1.0
17471,37.5,3.1,0.48,1,0,0.87964565,0.0
17472,31.5,3.7,0.12,1,0,0.97853935,1.0
17474,35.0,3.3,-0.11,1,1,0.93658,1.0
17475,35.0,3.3,0.66,1,0,0.97258943,1.0
17476,39.0,3.0,-1.41,1,1,0.64906216,1.0
17477,38.0,3.0,1.03,1,1,0.98350084,1.0
17478,35.0,3.3,-0.69,1,0,0.8582194,1.0
17479,38.0,3.3,-0.5,1,0,0.9255819,1.0
17480,36.0,3.2,0.48,1,0,0.9600542,1.0
17481,37.0,3.3,-0.21,1,1,0.92036605,1.0
17482,37.0,3.3,-0.03,1,0,0.9712615,1.0
17483,34.0,3.6,1.24,1,0,0.9993093,1.0
17484,45.0,3.6,1.9,1,0,0.9991474,1.0
17486,41.0,2.8,1.68,1,0,0.9986873,1.0
17487,34.5,3.3,-0.54,1,0,0.7336002,0.0
17488,38.0,3.7,-0.28,1,0,0.96752286,1.0
17489,35.0,3.5,-1.87,1,1,0.8836134,1.0
17490,31.0,3.8,-0.68,1,1,0.74596876,1.0
17492,41.0,2.9,0.21,1,0,0.9790211,1.0
17493,37.0,3.6,0.71,1,0,0.97221035,1.0
17494,44.0,2.7,-0.98,1,0,0.67186034,1.0
17495,39.0,3.2,-0.51,1,0,0.7276449,1.0
17496,32.0,3.9,-0.28,1,1,0.94917756,1.0
17497,45.0,2.8,1.03,1,0,0.997875,1.0
17498,32.0,3.7,1.53,1,0,0.9988809,1.0
17499,42.0,3.8,0.26,1,0,0.9856127,1.0
17500,39.0,3.1,-0.41,1,0,0.95691395,1.0
17501,34.0,3.4,0.61,1,0,0.98191893,1.0
17502,35.0,3.2,0.11,1,0,0.9711991,1.0
17505,40.0,3.2,0.06,1,0,0.95719224,1.0
17506,37.0,3.3,0.49,1,1,0.97662735,1.0
17507,42.0,3.5,0.09,1,0,0.96871066,1.0
17508,35.0,3.8,1.03,1,0,0.9995092,1.0
17509,39.0,3.3,-0.88,1,0,0.90373117,1.0
17510,42.0,4.0,1.5,1,0,0.99622726,1.0
17511,33.0,3.9,0.06,1,1,0.946191,1.0
17512,37.5,3.2,0.16,1,0,0.76298344,1.0
17513,42.0,2.9,-0.16,1,1,0.8803931,1.0
17514,37.5,3.7,-0.23,1,1,0.90695447,1.0
17515,47.0,3.8,1.98,1,0,0.9996562,1.0
17516,35.0,3.6,0.68,1,1,0.95215917,1.0
17517,35.0,3.7,-0.33,1,0,0.8642585,1.0
17518,35.0,3.9,-0.16,1,0,0.93142045,1.0
17519,37.0,3.8,-0.33,1,1,0.9615598,1.0
17520,46.0,3.9,1.08,1,1,0.9933791,1.0
17521,42.0,3.2,-1.0,1,0,0.9231681,1.0
17522,42.0,3.1,1.33,1,0,0.9947255,1.0
17523,37.0,3.7,0.01,1,0,0.977421,1.0
17525,42.0,3.0,0.36,1,0,0.98307896,1.0
17526,48.0,2.9,0.4,1,0,0.9877949,1.0
17527,44.0,3.1,-1.03,1,0,0.9496557,1.0
17528,24.0,2.2,-1.73,0,1,0.29543117,1.0
17529,40.0,3.3,1.76,1,1,0.99942756,1.0
17530,32.0,3.3,-0.82,1,1,0.61652356,1.0
17531,33.5,3.1,0.87,1,1,0.9908438,1.0
17532,29.0,3.5,-0.96,0,0,0.7182952,1.0
17533,36.0,3.1,0.16,1,1,0.90952396,1.0
17534,36.0,3.0,1.46,1,0,0.9984073,1.0
17535,41.0,3.1,-0.22,1,0,0.9642483,1.0
17536,34.5,3.3,-0.41,1,1,0.8877202,1.0
17537,38.0,2.7,0.9,1,1,0.962476,1.0
17538,35.0,3.6,-0.62,1,1,0.9539105,1.0
17539,35.0,3.5,-1.19,1,0,0.7581288,1.0
17540,29.5,2.6,-0.91,1,1,0.842713,1.0
17541,36.0,3.0,1.07,1,1,0.970161,1.0
17542,31.0,3.2,0.14,1,0,0.94354486,1.0
17543,42.0,3.6,0.5,1,1,0.9968991,1.0
17545,41.5,2.4,1.67,1,0,0.9972109,1.0
17546,34.5,3.4,1.33,1,0,0.9874129,1.0
17547,39.0,3.0,0.12,1,1,0.9305186,1.0
17548,37.0,3.0,0.24,1,0,0.92054224,1.0
17549,36.5,2.3,-0.5,1,0,0.5981127,1.0
17550,25.0,2.4,-1.29,0,1,0.32423627,0.0
17551,30.0,2.6,-1.51,0,0,0.7089609,1.0
17553,36.5,3.0,0.02,1,1,0.9305883,1.0
17554,35.0,3.1,-0.12,1,1,0.8883182,1.0
17555,30.5,3.8,1.32,1,1,0.9983175,1.0
17556,39.0,2.7,-1.23,1,0,0.7211787,1.0
17558,25.0,3.8,0.25,1,1,0.7923033,1.0
17559,41.0,2.7,0.13,1,1,0.92112905,1.0
17560,38.0,2.9,0.24,1,1,0.9548918,1.0
17561,33.0,3.2,0.56,1,0,0.96615154,1.0
17562,40.0,3.3,0.59,1,0,0.98092765,1.0
17563,33.0,3.0,0.81,1,1,0.9746041,1.0
17564,39.0,2.8,-1.12,1,0,0.7651798,1.0
17565,36.0,3.4,2.21,1,0,0.9991047,1.0
17566,37.0,2.8,-0.17,1,1,0.9246186,1.0
17567,38.0,2.7,-0.98,1,1,0.6673996,1.0
17568,35.0,3.3,1.19,1,0,0.97847193,1.0
17569,32.5,3.3,-0.44,1,0,0.8710888,1.0
17570,40.0,2.5,-0.93,1,0,0.8602067,1.0
17571,37.0,2.9,0.28,1,0,0.98090154,1.0
17572,38.0,3.0,1.3,1,0,0.9634562,1.0
17573,35.0,3.5,-0.04,1,0,0.9608094,1.0
17574,30.0,3.5,-0.34,1,1,0.80625755,1.0
17575,41.0,2.6,-0.01,1,0,0.8520328,1.0
17576,26.0,3.3,-0.66,1,1,0.5948185,1.0
17577,36.5,3.3,-0.79,1,0,0.8717991,1.0
17578,33.5,2.8,0.86,1,0,0.9714868,1.0
17579,32.0,3.4,0.56,1,0,0.9601351,1.0
17580,31.5,3.4,-0.26,1,1,0.8402388,1.0
17581,40.0,3.2,0.7,1,0,0.9910204,1.0
17582,32.0,3.1,1.14,1,1,0.9849155,1.0
17583,33.5,3.5,1.5,1,0,0.9995096,1.0
17584,35.0,2.7,-0.19,0,0,0.8536312,1.0
17585,40.0,2.8,0.59,1,0,0.9582342,1.0
17586,31.5,3.5,-0.17,1,1,0.90859944,1.0
17587,44.0,2.3,1.26,1,0,0.97667956,1.0
17588,30.0,3.8,0.16,1,1,0.9153536,1.0
17589,28.5,3.5,0.78,1,0,0.9871651,1.0
17590,29.0,3.1,-1.29,0,1,0.7931359,1.0
17591,34.0,3.4,0.6,1,0,0.9557158,1.0
17592,35.0,3.0,-0.09,1,1,0.8594257,0.0
17593,32.0,2.9,-0.88,1,1,0.70737314,1.0
17594,41.0,2.7,0.89,1,0,0.9760118,1.0
17595,32.0,3.5,1.91,1,1,0.99979836,1.0
17596,34.0,2.8,-0.58,1,0,0.74280566,1.0
17597,29.0,3.3,-0.99,1,0,0.4178856,0.0
17598,31.0,3.5,-0.81,1,1,0.6213533,0.0
17599,34.0,3.2,-0.25,1,1,0.8126815,1.0
17600,30.0,3.3,1.11,1,0,0.9900483,1.0
17601,35.5,2.8,-0.63,1,0,0.8751763,1.0
17602,33.0,3.0,1.67,1,0,0.99547595,1.0
17603,30.0,3.5,0.3,1,1,0.9344512,0.0
17604,34.0,2.9,-0.36,1,0,0.8822606,1.0
17605,31.0,3.4,-1.01,1,1,0.5557574,0.0
17607,37.0,3.7,-0.05,1,0,0.9711949,1.0
17608,38.0,2.3,0.84,1,0,0.9890598,1.0
17609,34.0,2.8,-0.15,1,0,0.89831495,1.0
17610,35.0,3.5,0.81,1,0,0.9955129,1.0
17611,30.0,3.3,-0.94,1,1,0.66212016,1.0
17612,39.0,2.8,0.56,1,0,0.98408914,1.0
17613,29.0,3.5,0.99,1,1,0.9962923,1.0
17614,31.0,3.2,-1.04,1,1,0.59815407,0.0
17615,30.7,3.0,0.96,1,1,0.95241666,1.0
17616,34.0,3.0,1.82,1,0,0.9982358,1.0
17617,30.0,3.3,-1.07,1,1,0.7237863,1.0
17618,36.0,3.2,0.76,1,0,0.8646055,0.0
17619,31.0,3.5,-0.36,1,0,0.94342834,1.0
17620,30.0,3.1,-0.61,1,0,0.87011266,1.0
17621,40.0,2.9,0.56,1,0,0.9878037,1.0
17622,32.5,2.8,-0.41,1,0,0.78636813,1.0
17623,30.0,3.2,0.71,1,0,0.91552234,0.0
17624,34.5,3.1,0.0,1,0,0.9213181,1.0
17625,33.0,3.5,-0.84,1,1,0.7322372,0.0
17626,35.0,3.0,0.35,1,0,0.96841085,1.0
17628,35.0,3.0,2.58,1,0,0.9986987,1.0
17629,33.5,3.2,0.63,1,1,0.96675324,1.0
17630,31.0,3.2,1.16,1,0,0.99278814,1.0
17631,26.7,3.2,-1.83,1,0,0.072193496,0.0
17632,33.0,3.1,1.06,1,0,0.9939255,1.0
17633,32.0,3.2,-0.96,1,0,0.8207138,1.0
17634,35.0,3.2,0.46,1,0,0.97160184,1.0
17635,35.0,3.3,0.18,1,0,0.967009,1.0
17636,40.0,3.1,0.15,1,0,0.9722959,1.0
17637,32.0,3.5,-0.58,1,0,0.8159657,1.0
17639,32.0,3.2,-0.84,1,0,0.7358733,0.0
17640,31.0,3.2,-0.25,1,0,0.8987198,1.0
17641,32.0,3.0,0.96,1,0,0.98468125,1.0
17642,30.0,3.5,-0.71,1,0,0.8182569,1.0
17643,31.0,3.1,-0.25,1,0,0.91829133,1.0
17644,27.0,3.1,-1.27,1,0,0.6322068,1.0
17645,28.5,3.2,0.66,1,0,0.91756713,0.0
17646,37.0,3.4,0.91,1,1,0.9759326,1.0
17647,34.0,3.3,-0.61,1,0,0.8840468,1.0
17648,36.0,3.1,1.16,1,0,0.98857284,1.0
17649,31.0,3.1,0.56,1,0,0.9705065,1.0
17650,36.0,3.5,-1.47,1,0,0.591371,1.0
17652,27.0,3.1,1.72,1,0,0.9979918,1.0
17653,31.0,2.9,-1.12,1,0,0.598869,0.0
17654,39.0,2.9,-0.12,1,0,0.9283872,1.0
17655,22.5,2.7,-1.33,0,1,0.4503676,1.0
17656,30.5,2.8,-0.67,1,0,0.74582213,1.0
17657,36.0,3.1,-0.19,1,0,0.92653817,1.0
17658,36.0,3.6,0.23,1,1,0.9816605,1.0
17659,40.0,2.6,0.68,1,0,0.9923384,1.0
17660,25.0,3.3,-0.23,0,1,0.5213179,1.0
17661,37.0,3.1,0.09,1,0,0.9662578,1.0
17662,35.0,3.5,1.36,1,0,0.9980824,1.0
17663,39.0,3.1,0.57,1,1,0.96724296,1.0
17665,29.0,2.4,-0.98,1,0,0.6513315,1.0
17666,40.0,2.9,0.42,1,0,0.9925748,1.0
17667,26.0,2.6,-0.28,0,1,0.6948838,1.0
17668,39.0,3.0,-0.06,1,0,0.93291205,1.0
17669,38.0,3.6,-0.19,1,1,0.9782804,1.0
17671,40.0,2.6,0.73,1,0,0.985518,1.0
17672,40.0,3.6,1.73,1,1,0.9998374,1.0
17673,36.0,3.7,0.33,1,0,0.985951,1.0
17676,35.0,3.0,-0.62,0,0,0.8854708,1.0
17677,26.0,2.4,-0.91,0,0,0.32004368,1.0
17678,36.0,3.2,1.08,1,1,0.96375066,1.0
17680,38.0,2.7,0.16,1,1,0.8913763,1.0
17681,28.0,3.1,-1.06,0,1,0.67285484,1.0
17683,35.0,3.1,-0.02,1,0,0.93952876,1.0
17684,41.0,2.6,0.35,1,0,0.95253587,1.0
17685,36.0,3.8,-0.43,1,1,0.9802178,1.0
17686,37.0,3.7,0.92,1,0,0.9977277,1.0
17687,38.0,3.1,0.51,1,0,0.9533122,1.0
17688,39.0,2.9,-0.37,1,0,0.91686654,1.0
17689,36.0,2.3,0.11,1,0,0.921309,1.0
17690,38.0,3.1,-0.15,1,1,0.93789196,1.0
17691,30.0,2.6,-0.32,0,1,0.66392094,1.0
17692,35.0,2.8,0.14,1,1,0.9190034,1.0
17693,40.0,2.9,0.99,1,0,0.9869529,1.0
17694,37.0,3.0,-0.3,1,0,0.9047605,0.0
17695,34.0,3.8,1.03,1,0,0.9997074,1.0
17696,37.0,3.0,0.29,1,0,0.9874227,1.0
17697,37.0,3.2,0.46,1,1,0.98245203,1.0
17698,38.0,2.9,0.21,1,0,0.9544547,1.0
17699,42.0,3.0,1.75,1,0,0.9992513,1.0
17700,38.0,2.7,0.33,1,1,0.9718864,1.0
17701,30.0,2.6,0.42,1,1,0.9126249,1.0
17702,43.0,2.5,-0.87,1,1,0.73329395,1.0
17703,37.0,3.0,-0.8,1,0,0.9145161,1.0
17704,36.0,3.4,1.16,1,0,0.9785296,1.0
17705,40.0,3.3,0.86,1,1,0.9771935,1.0
17706,35.0,3.8,1.14,1,0,0.9995092,1.0
17707,42.0,3.2,0.55,1,0,0.99236226,1.0
17708,33.0,2.8,0.49,1,0,0.90912604,1.0
17709,23.0,2.5,-0.97,0,0,0.44230613,1.0
17711,42.0,3.3,1.54,1,0,0.99606353,1.0
17712,36.0,3.5,0.36,1,1,0.98065865,1.0
17713,36.0,3.7,-0.73,1,1,0.8798783,1.0
17714,38.0,3.2,1.65,1,0,0.99916625,1.0
17715,38.0,3.4,1.21,1,1,0.99419135,1.0
17717,33.0,2.4,-0.67,1,1,0.8269213,1.0
17718,40.0,2.9,0.49,1,0,0.9870204,1.0
17719,40.0,2.8,1.64,1,0,0.9987418,1.0
17720,37.0,3.0,0.11,1,0,0.9494848,1.0
17722,34.5,3.2,0.27,1,1,0.96337277,1.0
17723,39.0,3.3,1.19,1,0,0.9829595,1.0
17724,45.0,3.6,0.55,1,1,0.99743456,1.0
17726,39.0,2.6,-0.34,1,1,0.7945015,1.0
17727,39.0,3.8,-0.21,1,1,0.94359046,1.0
17728,40.0,2.8,1.69,1,0,0.9987418,1.0
17729,40.0,2.6,1.02,1,0,0.99426347,1.0
17730,39.0,2.6,1.16,1,1,0.9706636,1.0
17731,45.0,2.7,0.0,1,0,0.91201997,1.0
17732,35.0,3.3,-0.15,1,1,0.89070225,1.0
17734,40.0,2.5,-0.71,1,0,0.85718113,1.0
17735,32.0,3.2,0.52,1,1,0.8921078,1.0
17736,29.0,3.3,0.03,1,0,0.9468173,1.0
17737,39.0,2.6,0.29,1,0,0.947626,1.0
17739,35.0,3.2,-0.27,1,1,0.8773363,1.0
17740,30.0,3.3,-0.28,1,0,0.9363917,1.0
17741,34.0,3.1,0.35,1,1,0.93744063,1.0
17742,37.0,2.7,-0.63,1,0,0.87278354,0.0
17743,30.0,3.2,-0.97,1,0,0.6613624,1.0
17744,33.0,3.4,-0.65,1,1,0.8371108,1.0
17745,37.0,3.1,0.79,1,0,0.9646659,1.0
17746,32.0,3.2,0.83,1,0,0.93877393,1.0
17747,32.0,3.1,-0.99,1,0,0.80141,1.0
17748,33.0,3.3,1.11,1,1,0.97346854,1.0
17749,40.0,2.6,0.83,1,0,0.9533625,1.0
17750,36.0,2.9,-0.3,1,1,0.9045247,1.0
17751,26.0,3.6,0.32,1,1,0.8776202,1.0
17752,42.0,3.7,0.42,1,0,0.9959305,1.0
17753,33.0,3.4,1.04,1,1,0.99157,1.0
17754,34.0,2.9,-0.46,1,0,0.8847331,1.0
17755,33.0,3.1,0.65,1,0,0.96731734,1.0
17756,33.0,3.2,-0.85,1,1,0.74634266,1.0
17757,34.0,3.1,-2.1,1,0,0.8069493,1.0
17758,25.0,3.3,-1.1,0,1,0.39902043,1.0
17759,33.0,3.9,0.83,1,1,0.99350125,1.0
17760,34.0,2.5,-1.1,1,0,0.6094435,1.0
17762,28.0,3.6,-0.86,1,0,0.44528082,0.0
17763,34.0,4.0,1.78,1,0,0.9998591,1.0
17764,34.0,3.3,1.32,1,0,0.98975205,1.0
17765,43.0,2.3,1.08,1,1,0.9699172,1.0
17766,31.0,3.1,-1.16,1,1,0.55291265,1.0
17767,34.0,3.1,0.69,1,0,0.9937709,1.0
17768,26.5,3.4,-1.44,1,1,0.21459536,0.0
17769,30.0,3.1,-0.28,1,0,0.91687214,1.0
17770,33.0,3.4,0.16,1,1,0.9504405,1.0
17771,34.0,3.4,-0.25,1,0,0.91191,0.0
17772,33.0,3.1,0.81,1,1,0.97557247,1.0
17773,34.0,2.9,0.39,1,1,0.89399964,1.0
17774,32.0,3.3,1.2,1,0,0.98872095,1.0
17775,34.5,3.1,0.8,1,0,0.9892587,1.0
17776,31.0,3.3,0.04,1,0,0.95480347,1.0
17777,34.0,3.0,-0.55,1,1,0.77151275,1.0
17778,35.0,3.8,1.57,1,1,0.9991153,1.0
17779,31.0,3.2,0.34,1,1,0.9489146,1.0
17780,37.0,3.2,1.87,1,0,0.9996118,1.0
17781,31.0,3.3,-0.86,1,1,0.6703478,0.0
17782,35.5,3.2,1.87,1,0,0.999343,1.0
17783,35.5,3.1,-0.37,1,0,0.9117291,1.0
17784,29.0,3.7,2.16,1,1,0.9997187,1.0
17785,38.0,3.4,0.89,1,0,0.96755844,1.0
17786,33.0,3.2,1.2,1,1,0.98871636,1.0
17788,33.0,3.3,-0.36,1,0,0.92773545,1.0
17789,43.0,3.0,0.39,1,1,0.8885109,1.0
17790,30.5,3.3,-0.18,1,0,0.9279988,1.0
17791,33.0,3.1,-0.3,1,0,0.9068781,1.0
17792,32.0,2.8,-0.59,1,0,0.896029,1.0
17793,33.0,2.8,-0.76,1,1,0.7329743,0.0
17794,33.5,3.2,-0.89,1,0,0.9229301,1.0
17795,38.0,2.8,0.83,1,0,0.9536314,1.0
17796,31.0,3.2,-2.02,1,0,0.27751416,0.0
17797,29.5,3.0,-0.6,1,1,0.8682591,0.0
17798,31.0,3.3,0.36,1,0,0.96889,1.0
17799,33.0,3.4,2.37,1,1,0.99790454,1.0
17800,33.5,3.2,-0.19,1,1,0.87842923,1.0
17801,31.0,3.2,-0.94,1,1,0.785681,1.0
17802,30.0,3.2,0.15,1,1,0.9337067,1.0
17803,33.0,2.7,-0.51,1,0,0.77150744,1.0
17804,29.0,3.3,-0.44,1,0,0.853334,1.0
17805,34.0,3.0,-1.09,1,0,0.7204209,1.0
17806,33.0,3.0,0.45,1,0,0.9552601,1.0
17807,33.0,3.3,-0.01,1,0,0.9424802,1.0
17808,31.5,3.0,-1.5,1,1,0.50959873,1.0
17809,39.0,3.1,-1.24,1,1,0.63563186,0.0
17810,29.0,3.7,1.62,1,0,0.99993694,1.0
17811,36.0,2.8,-1.44,1,0,0.69061047,1.0
17812,38.0,2.8,0.48,1,0,0.9234749,1.0
17813,35.0,2.8,-0.36,1,1,0.86018974,1.0
17814,31.0,3.6,-0.3,1,0,0.9382315,1.0
17815,25.0,3.7,0.03,1,1,0.87334573,1.0
17816,33.0,3.2,-1.15,1,0,0.7390456,0.0
17817,32.0,3.4,-0.37,1,0,0.9211019,1.0
17818,32.5,2.8,0.0,1,0,0.81900823,1.0
17819,32.0,3.1,-0.74,1,1,0.6473316,1.0
17820,31.5,3.0,-1.6,1,1,0.4760892,0.0
17821,37.0,3.1,0.85,1,0,0.99407506,1.0
17822,34.0,3.2,-0.54,1,0,0.8461708,1.0
17823,31.0,3.2,-0.42,1,0,0.9148647,1.0
17824,30.5,3.2,-1.35,1,0,0.74971586,1.0
17825,33.0,3.4,-1.61,1,1,0.6650384,0.0
17826,30.5,3.5,-0.57,1,0,0.8176151,1.0
17827,33.0,2.5,0.45,1,0,0.93203866,1.0
17828,39.0,2.7,1.42,1,0,0.999297,1.0
17829,35.0,3.2,-0.01,1,0,0.9277141,1.0
17830,36.0,2.8,1.23,1,0,0.99430615,1.0
17831,32.0,3.3,1.53,1,1,0.98600465,1.0
17832,36.0,3.4,-0.4,1,1,0.93062073,1.0
17833,29.5,3.3,0.16,1,1,0.9786426,1.0
17834,31.0,2.9,1.1,1,0,0.99662566,1.0
17835,36.0,2.9,0.71,1,0,0.95420074,1.0
17837,32.0,3.4,0.94,1,0,0.9660016,1.0
17838,26.5,3.2,0.29,1,0,0.939698,1.0
17839,33.0,3.1,1.98,1,1,0.99011433,1.0
17840,35.0,3.0,0.1,1,0,0.9598856,1.0
17841,33.0,3.4,1.46,1,1,0.99786985,1.0
17842,38.0,2.7,0.0,1,0,0.60991895,0.0
17843,38.0,4.0,-0.86,1,1,0.57305795,1.0
17844,32.0,3.2,0.89,1,1,0.9202362,1.0
17845,32.5,3.0,-0.51,1,1,0.8150646,1.0
17846,31.0,2.9,1.0,1,0,0.98698694,1.0
17847,41.0,3.4,0.89,1,0,0.98160744,1.0
17848,39.0,2.6,0.46,1,1,0.9804033,1.0
17849,30.0,3.3,1.11,1,1,0.9755515,1.0
17850,33.0,2.5,-1.26,1,1,0.51287067,0.0
17851,32.0,3.4,0.46,1,1,0.8876925,1.0
17852,36.0,3.2,-0.13,1,0,0.9357127,1.0
17853,35.0,3.1,0.13,1,0,0.95150423,1.0
17854,33.0,3.4,0.91,1,1,0.92842925,1.0
17855,35.0,2.8,-0.45,1,1,0.79242945,1.0
17856,34.0,3.1,0.88,1,0,0.99530905,1.0
17857,31.0,3.2,-0.3,1,0,0.91789585,1.0
17858,35.0,2.7,-0.6,1,1,0.86015266,1.0
17859,41.0,3.7,-0.84,1,0,0.8426995,0.0
17861,46.0,3.6,1.07,1,1,0.9978263,1.0
17862,45.0,3.4,-0.45,1,1,0.98599815,1.0
17863,42.0,3.7,0.01,1,0,0.98241454,1.0
17864,32.5,3.5,-0.84,0,1,0.7564485,1.0
17866,42.0,3.8,-1.04,1,1,0.97489953,1.0
17867,46.0,3.5,-0.06,1,1,0.9872607,1.0
17868,44.0,3.6,0.41,1,0,0.98652166,1.0
17869,43.0,3.8,0.34,1,0,0.98702514,1.0
17870,43.0,3.7,1.06,1,0,0.99860483,1.0
17871,48.0,3.6,1.14,1,1,0.99947745,1.0
17873,45.0,3.6,-0.45,1,0,0.97441906,1.0
17874,44.0,3.6,1.0,1,0,0.995407,1.0
17875,44.0,3.6,0.21,1,0,0.9931833,1.0
17876,44.0,3.6,0.4,1,1,0.9957651,1.0
17880,43.0,3.5,-0.25,1,1,0.9816743,1.0
17881,38.0,3.7,-0.84,1,0,0.9323238,1.0
17882,43.0,3.7,0.21,1,0,0.99477094,1.0
17884,43.0,3.6,1.92,1,0,0.999524,1.0
17885,45.0,3.7,0.6,1,1,0.99814224,1.0
17887,46.0,3.6,0.54,1,1,0.99740297,1.0
17888,44.0,3.4,1.33,1,0,0.98927116,1.0
17889,37.0,3.7,0.41,1,1,0.9900776,1.0
17890,36.5,3.6,1.13,1,0,0.99879277,1.0
17891,42.0,3.8,2.05,1,0,0.9984068,1.0
17892,39.0,3.7,-0.18,1,0,0.90826577,1.0
17893,48.0,3.4,0.48,1,0,0.9994312,1.0
17894,47.0,3.7,0.8,1,1,0.999718,1.0
17895,46.0,3.7,-0.32,1,0,0.98295283,1.0
17896,45.0,3.5,1.34,1,1,0.9953762,1.0
17897,45.0,3.7,0.93,1,1,0.99912304,1.0
17898,40.0,3.3,-0.65,0,1,0.9689136,1.0
17899,39.0,3.5,0.74,1,0,0.9956065,1.0
17900,48.0,3.9,1.92,1,0,0.9997874,1.0
17901,44.0,3.6,0.81,1,1,0.99886835,1.0
17902,43.0,3.9,1.6,1,0,0.9997751,1.0
17903,43.0,3.7,0.86,1,0,0.9984213,1.0
17904,40.0,3.6,0.61,1,0,0.99513537,1.0
17905,41.0,3.6,-0.25,1,1,0.9867699,1.0
17906,39.0,4.0,-0.44,1,1,0.98233944,1.0
17907,40.0,3.8,-0.78,1,0,0.8554147,1.0
17908,39.0,3.9,0.74,1,1,0.9879857,1.0
17910,41.0,4.0,-0.32,1,0,0.99484456,1.0
17912,46.0,3.3,-1.04,1,0,0.9413825,1.0
17914,42.0,3.8,0.54,1,0,0.99696976,1.0
17915,42.0,2.9,-1.17,1,0,0.87296075,1.0
17916,40.0,3.9,0.14,1,0,0.9566216,1.0
17917,40.0,3.7,-0.84,1,1,0.85780764,1.0
17918,39.0,3.5,1.07,1,1,0.9984067,1.0
17919,44.0,3.7,0.74,1,0,0.9961661,1.0
17921,41.0,3.7,0.14,1,0,0.97502637,1.0
17922,45.0,3.9,-0.19,1,1,0.97607726,1.0
17923,46.0,3.5,-0.53,1,0,0.9808126,1.0
17924,41.0,3.6,-0.12,1,0,0.985504,1.0
17925,44.0,3.6,0.54,1,0,0.99793977,1.0
17926,47.0,3.7,1.07,1,0,0.99966896,1.0
17927,37.0,3.8,-1.23,0,1,0.5636242,1.0
17928,42.0,3.7,-1.1,1,1,0.85785323,0.0
17930,40.0,3.1,-1.23,0,0,0.8983574,1.0
17931,42.0,3.8,-0.18,1,0,0.9351978,1.0
17932,42.0,4.0,-0.26,1,0,0.9745559,1.0
17933,42.0,3.7,0.41,1,1,0.99671423,1.0
17934,47.0,3.6,0.81,1,0,0.9993998,1.0
17935,38.0,3.6,-0.32,1,0,0.9507459,1.0
17937,37.0,2.9,-1.7,0,1,0.5615999,1.0
17939,41.0,3.6,0.01,1,1,0.99042577,1.0
17940,40.0,2.8,0.49,1,0,0.98606,1.0
17941,41.0,3.6,0.26,1,0,0.9792702,1.0
17942,42.0,2.8,0.54,1,0,0.9969078,1.0
17943,42.0,3.5,0.88,1,0,0.99577624,1.0
17944,38.0,3.5,0.86,1,0,0.9957831,1.0
17945,41.0,3.5,1.11,1,1,0.9958735,1.0
17946,39.0,3.5,0.59,1,0,0.98772985,1.0
17947,40.0,3.5,0.06,1,0,0.96007913,1.0
17948,37.0,3.3,1.06,1,0,0.99028707,1.0
17949,39.0,4.0,1.46,1,1,0.99962234,1.0
17950,37.0,3.4,0.26,1,0,0.99182534,1.0
17951,40.0,2.9,-0.41,1,0,0.9655259,1.0
17952,39.0,3.1,-0.38,1,0,0.9273197,1.0
17953,39.0,3.0,-1.05,1,0,0.84466237,1.0
17955,38.0,3.6,0.01,1,0,0.9732132,1.0
17956,47.0,2.5,0.44,1,1,0.99713635,1.0
17957,42.0,3.1,0.96,1,0,0.9950512,1.0
17958,37.0,4.0,-0.06,1,0,0.98379576,1.0
17959,33.5,3.5,0.09,1,1,0.93114746,1.0
17960,40.0,3.7,0.66,1,1,0.9934441,1.0
17961,39.0,3.2,-0.76,1,1,0.9259298,1.0
